[239/1000] :: train loss: 0.01871, train acc: 0.98100, valid loss: 0.09118, valid acc: 0.76500
[240/1000] :: train loss: 0.01627, train acc: 0.98733, valid loss: 0.08527, valid acc: 0.77400
[241/1000] :: train loss: 0.01794, train acc: 0.98467, valid loss: 0.08442, valid acc: 0.78500
[242/1000] :: train loss: 0.01669, train acc: 0.98800, valid loss: 0.08352, valid acc: 0.79100
[243/1000] :: train loss: 0.01712, train acc: 0.98433, valid loss: 0.08471, valid acc: 0.79400
[244/1000] :: train loss: 0.01715, train acc: 0.98567, valid loss: 0.08657, valid acc: 0.78200
[245/1000] :: train loss: 0.01615, train acc: 0.98733, valid loss: 0.08773, valid acc: 0.77200
[246/1000] :: train loss: 0.01596, train acc: 0.98900, valid loss: 0.08784, valid acc: 0.77800
[247/1000] :: train loss: 0.01801, train acc: 0.98467, valid loss: 0.08849, valid acc: 0.78400
[248/1000] :: train loss: 0.02272, train acc: 0.97467, valid loss: 0.08909, valid acc: 0.77800
[249/1000] :: train loss: 0.01937, train acc: 0.97700, valid loss: 0.08750, valid acc: 0.78400
[250/1000] :: train loss: 0.01674, train acc: 0.98833, valid loss: 0.08043, valid acc: 0.80500
[251/1000] :: train loss: 0.01633, train acc: 0.98667, valid loss: 0.08385, valid acc: 0.77900
[252/1000] :: train loss: 0.01580, train acc: 0.98733, valid loss: 0.08253, valid acc: 0.78500
[253/1000] :: train loss: 0.01425, train acc: 0.99200, valid loss: 0.08456, valid acc: 0.77900
[254/1000] :: train loss: 0.01520, train acc: 0.99200, valid loss: 0.08388, valid acc: 0.78100
[255/1000] :: train loss: 0.01592, train acc: 0.98633, valid loss: 0.09211, valid acc: 0.76900
[256/1000] :: train loss: 0.01660, train acc: 0.98667, valid loss: 0.08697, valid acc: 0.78500
[257/1000] :: train loss: 0.01688, train acc: 0.98733, valid loss: 0.08958, valid acc: 0.78400
[258/1000] :: train loss: 0.01944, train acc: 0.98200, valid loss: 0.08955, valid acc: 0.77900
[259/1000] :: train loss: 0.01466, train acc: 0.99200, valid loss: 0.08526, valid acc: 0.78000
[260/1000] :: train loss: 0.01586, train acc: 0.99300, valid loss: 0.08591, valid acc: 0.78400
[261/1000] :: train loss: 0.01685, train acc: 0.98633, valid loss: 0.08873, valid acc: 0.77700
[262/1000] :: train loss: 0.01612, train acc: 0.98900, valid loss: 0.08684, valid acc: 0.79700
[263/1000] :: train loss: 0.01561, train acc: 0.98933, valid loss: 0.08584, valid acc: 0.78600
[264/1000] :: train loss: 0.01694, train acc: 0.99100, valid loss: 0.08831, valid acc: 0.76900
[265/1000] :: train loss: 0.01756, train acc: 0.98867, valid loss: 0.08202, valid acc: 0.80400
[266/1000] :: train loss: 0.01455, train acc: 0.99100, valid loss: 0.08141, valid acc: 0.79500
[267/1000] :: train loss: 0.01573, train acc: 0.99000, valid loss: 0.08173, valid acc: 0.79800
[268/1000] :: train loss: 0.01712, train acc: 0.98567, valid loss: 0.08342, valid acc: 0.79000
[269/1000] :: train loss: 0.01522, train acc: 0.98800, valid loss: 0.08493, valid acc: 0.78400
[270/1000] :: train loss: 0.01563, train acc: 0.99033, valid loss: 0.08254, valid acc: 0.79200
[271/1000] :: train loss: 0.01550, train acc: 0.98600, valid loss: 0.08375, valid acc: 0.79600
[272/1000] :: train loss: 0.01566, train acc: 0.98667, valid loss: 0.08594, valid acc: 0.79600
[273/1000] :: train loss: 0.01337, train acc: 0.99200, valid loss: 0.08201, valid acc: 0.79300
[274/1000] :: train loss: 0.01686, train acc: 0.99067, valid loss: 0.08395, valid acc: 0.79000
[275/1000] :: train loss: 0.01823, train acc: 0.98333, valid loss: 0.08774, valid acc: 0.79100
[276/1000] :: train loss: 0.01775, train acc: 0.98767, valid loss: 0.08369, valid acc: 0.79100
[277/1000] :: train loss: 0.01563, train acc: 0.98867, valid loss: 0.08482, valid acc: 0.80100
[278/1000] :: train loss: 0.01583, train acc: 0.98933, valid loss: 0.08523, valid acc: 0.79000
[279/1000] :: train loss: 0.01749, train acc: 0.98700, valid loss: 0.09030, valid acc: 0.77200
